Morph-Lemma,Morph-Inflection
イチゴ,イチゴ
イベント,イベント
イメージ,イメージ
イヤ,イヤ
イラ,イラ
イライラ,イライラ
イラスト,イラスト
インスタント,インスタント
インターネット,インターネット
インドア,インドア
インフルエンザ,インフルエンザ
インプット,インプット
インプレッション,インプレッション
ウェア,ウェア
ウエディング,ウエディング
ウケる,ウケる
ウサギ,ウサギ
ウソ,ウソ
ウチ,ウチ
ウッド,ウッド
エアコン,エアコン
エコ,エコ
エッチ,エッチ
エド,エド
エラー,エラー
エリア,エリア
エレベーター,エレベーター
オクラ,オクラ
オジサン,オジサン
オッサン,オッサン
オフィス,オフィス
オランダ,オランダ
オリンピック,オリンピック
オレ,オレ
オンライン,オンライン
オーストラリア,オーストラリア
オーダー,オーダー
オーディション,オーディション
カウンター,カウンター
カジュアル,カジュアル
カタカナ,カタカナ
カッ,カッ
カッコ,カッコ
カップ,カップ
カップル,カップル
カナダ,カナダ
カニ,カニ
カネ,カネ
カノ,カノ
カビ,カビ
カフェ,カフェ
カメラ,カメラ
カルシウム,カルシウム
カート,カート
カード,カード
ガ,ガ
ガキ,ガキ
ガラス,ガラス
ガンガン,ガンガン
ガードレール,ガードレール
キス,キス
キッチン,キッチン
キツネ,キツネ
キミ,キミ
キム,キム
キモ,キモ
キャスター,キャスター
キャッチボール,キャッチボール
キャラ,キャラ
キャラクター,キャラクター
キャリア,キャリア
キャンセル,キャンセル
キラキラ,キラキラ
キリスト,キリスト
キリスト教,キリスト教
キレイ,キレイ
キロ,キロ
ギザギザ,ギザギザ
ギャップ,ギャップ
ギャンブル,ギャンブル
ギュッ,ギュッ
ギリギリ,ギリギリ
クイズ,クイズ
クイック,クイック
クズ,クズ
クセ,クセ
クソ,クソ
クッキー,クッキー
クラシック,クラシック
クラス,クラス
クラッカー,クラッカー
クラブ,クラブ
クリスマス,クリスマス
クリニック,クリニック
クレジットカード,クレジットカード
クレーン,クレーン
グチ,グチ
グッ,グッ
グッズ,グッズ
グラス,グラス
グループ,グループ
ケア,ケア
ケガ,ケガ
ケジメ,ケジメ
ケンカ,ケンカ
ケーキ,ケーキ
ケース,ケース
ケーブルカー,ケーブルカー
ゲーム,ゲーム
コソコソ,コソコソ
コップ,コップ
コツ,コツ
コミュニケーション,コミュニケーション
コメディ,コメディ
コメント,コメント
コロナ,コロナ
コンサート,コンサート
コンセント,コンセント
コンテクスト,コンテクスト
コンテスト,コンテスト
コンテンツ,コンテンツ
コンビニ,コンビニ
コンビネーション,コンビネーション
コンピューター,コンピューター
コート,コート
コーヒー,コーヒー
コール,コール
ゴキブリ,ゴキブリ
ゴシゴシ,ゴシゴシ
ゴマ,ゴマ
ゴミ,ゴミ
ゴミ箱,ゴミ箱
ゴルフ,ゴルフ
ゴロゴロ,ゴロゴロ
ゴー,ゴー
ゴール,ゴール
ゴールデンウィーク,ゴールデンウィーク
サイズ,サイズ
サイト,サイト
サイレント,サイレント
サイン,サイン
サッカー,サッカー
サツキ,サツキ
サボる,サボ
サボる,サボっ
サボる,サボら
サボる,サボり
サボる,サボる
サポート,サポート
サラリーマン,サラリーマン
サングラス,サングラス
サンシキスミレ,サンシキスミレ
サンフランシスコ,サンフランシスコ
サー,サー
サービス,サービス
シ,シ
シェア,シェア
シェイプ,シェイプ
シカト,シカト
システム,システム
シナモン,シナモン
シビア,シビア
シャツ,シャツ
シャボン,シャボン
シャワー,シャワー
シャンプー,シャンプー
ショック,ショック
ショップ,ショップ
シロ,シロ
シン,シン
シンガーソングライター,シンガーソングライター
シングル,シングル
シンプル,シンプル
シーツ,シーツ
シーン,シーン
ジェスチャー,ジェスチャー
ジェラシー,ジェラシー
ジェントルマン,ジェントルマン
ジム,ジム
ジメジメ,ジメジメ
ジャム,ジャム
ジャンク,ジャンク
ジョン,ジョン
スカウト,スカウト
スカート,スカート
スキンシップ,スキンシップ
スクイズ,スクイズ
スクリーン,スクリーン
スクール,スクール
ススキ,ススキ
スタイル,スタイル
スタッフ,スタッフ
スタンダード,スタンダード
スタンプ,スタンプ
スター,スター
スタート,スタート
スッキリ,スッキリ
ステキ,ステキ
ステップ,ステップ
ステージ,ステージ
ストライク,ストライク
ストライプ,ストライプ
ストレス,ストレス
ストーリー,ストーリー
ストール,ストール
スバル,スバル
スパン,スパン
スピーカー,スピーカー
スピード,スピード
スペイン,スペイン
スペース,スペース
スポット,スポット
スポーツ,スポーツ
スマ,スマ
スマート,スマート
スライド,スライド
スリップ,スリップ
スリー,スリー
スルー,スルー
スーパー,スーパー
スーパースター,スーパースター
スープ,スープ
ズレる,ズレ
ズレる,ズレる
セット,セット
セブン,セブン
セミナー,セミナー
セリフ,セリフ
セルフ,セルフ
センス,センス
センチ,センチ
セント,セント
セーター,セーター
セーフ,セーフ
ゼロ,ゼロ
ソウル,ソウル
ソファー,ソファー
ソフト,ソフト
ソフトクリーム,ソフトクリーム
ソフトボール,ソフトボール
ソロ,ソロ
ソース,ソース
ソート,ソート
ソープ,ソープ
タイツ,タイツ
タイトル,タイトル
タイプ,タイプ
タイマー,タイマー
タイミング,タイミング
タイム,タイム
タオル,タオル
タクシー,タクシー
タダ,タダ
タヌキ,タヌキ
タバコ,タバコ
タメ,タメ
タンス,タンス
タンパク質,タンパク質
ターゲット,ターゲット
ダイエット,ダイエット
ダイソー,ダイソー
ダイヤル,ダイヤル
ダサい,ダサい
ダサい,ダサかっ
ダサい,ダサく
ダメ,ダメ
ダル,ダル
ダントツ,ダントツ
チェック,チェック
チェンジ,チェンジ
チケット,チケット
チコ,チコ
チノ,チノ
チャット,チャット
チャラ,チャラ
チャンス,チャンス
チャンネル,チャンネル
チョコ,チョコ
チーズ,チーズ
チーム,チーム
ツーショット,ツーショット
ツール,ツール
ティッシュ,ティッシュ
テカテカ,テカテカ
テキサス,テキサス
テクノロジー,テクノロジー
テスト,テスト
テック,テック
テル,テル
テレビ,テレビ
テント,テント
テーブル,テーブル
テーマ,テーマ
ディス,ディス
デザイン,デザイン
デジタル,デジタル
デッキ,デッキ
デパート,デパート
デリカシー,デリカシー
デー,デー
データ,データ
デート,デート
トイレ,トイレ
トップ,トップ
トナカイ,トナカイ
トピック,トピック
トマト,トマト
トラ,トラ
トラップ,トラップ
トラブル,トラブル
トラベル,トラベル
トレーナー,トレーナー
トンボ,トンボ
トーク,トーク
ド,ド
ドア,ドア
ドキドキ,ドキドキ
ドライブ,ドライブ
ドラゴン,ドラゴン
ドラマ,ドラマ
ドリル,ドリル
ドレス,ドレス
ナイフ,ナイフ
ナツ,ナツ
ニセ,ニセ
ニヤニヤ,ニヤニヤ
ニュアンス,ニュアンス
ニュース,ニュース
ネイティブ,ネイティブ
ネコ,ネコ
ネズミ,ネズミ
ネタ,ネタ
ネット,ネット
ネバネバ,ネバネバ
ノック,ノック
ノリ,ノリ
ノー,ノー
ノート,ノート
ハイ,ハイ
ハウス,ハウス
ハエたたき,ハエたたき
ハゲ,ハゲ
ハッ,ハッ
ハッキリ,ハッキリ
ハワイ,ハワイ
ハン,ハン
ハンター,ハンター
ハンバーガー,ハンバーガー
バイ,バイ
バイオリン,バイオリン
バイク,バイク
バイト,バイト
バカ,バカ
バカげる,バカげ
バカバカしい,バカバカしい
バカヤロー,バカヤロー
バス,バス
バスケ,バスケ
バスケットボール,バスケットボール
バター,バター
バック,バック
バッグ,バッグ
バッター,バッター
バッチリ,バッチリ
バツ,バツ
バブル,バブル
バランス,バランス
バレる,バレ
バレる,バレる
バレる,バレれ
バレエ,バレエ
バレンタイン,バレンタイン
バンド,バンド
バーコード,バーコード
バーン,バーン
パイロット,パイロット
パスタ,パスタ
パスポート,パスポート
パソコン,パソコン
パターン,パターン
パチ,パチ
パチンコ,パチンコ
パック,パック
パトカー,パトカー
パニック,パニック
パパ,パパ
パワー,パワー
パワーアップ,パワーアップ
パン,パン
パンダ,パンダ
パンツ,パンツ
パーツ,パーツ
パーティー,パーティー
パートナー,パートナー
ヒソヒソ,ヒソヒソ
ヒット,ヒット
ヒトデ,ヒトデ
ヒナ,ヒナ
ヒモ,ヒモ
ヒーロー,ヒーロー
ビクビク,ビクビク
ビジネス,ビジネス
ビックリ,ビックリ
ビッグバン,ビッグバン
ビデオ,ビデオ
ビニール,ビニール
ビビる,ビビ
ビビる,ビビっ
ビビる,ビビら
ビビる,ビビり
ビビる,ビビる
ビーバー,ビーバー
ビール,ビール
ピアノ,ピアノ
ピクニック,ピクニック
ピザ,ピザ
ピッチ,ピッチ
ピッチャー,ピッチャー
ピンチ,ピンチ
ピーク,ピーク
ファイア,ファイア
ファイト,ファイト
ファイル,ファイル
ファッション,ファッション
ファン,ファン
ファー,ファー
フィリピン,フィリピン
フェリー,フェリー
フォン,フォン
フォーマル,フォーマル
フッ,フッ
フラ,フラ
フラン,フラン
フランス語,フランス語
フリ,フリ
フリー,フリー
フレーム,フレーム
フード,フード
ブス,ブス
ブック,ブック
ブドウ,ブドウ
ブラシ,ブラシ
ブラジル,ブラジル
ブラック,ブラック
ブラブラ,ブラブラ
ブランコ,ブランコ
ブランド,ブランド
ブロック,ブロック
プライバシー,プライバシー
プライベート,プライベート
プリン,プリン
プレ,プレ
プレイヤー,プレイヤー
プレゼン,プレゼン
プレゼント,プレゼント
プレーヤー,プレーヤー
プロ,プロ
プロジェクト,プロジェクト
プロセス,プロセス
プロフィール,プロフィール
プンプン,プンプン
プール,プール
ヘアスタイル,ヘアスタイル
ベスト,ベスト
ベッド,ベッド
ベビー,ベビー
ベン,ベン
ベンチ,ベンチ
ペット,ペット
ペットボトル,ペットボトル
ペン,ペン
ペンギン,ペンギン
ページ,ページ
ペース,ペース
ホ,ホ
ホット,ホット
ホテル,ホテル
ホノルル,ホノルル
ホレる,ホレ
ホワイト,ホワイト
ホン,ホン
ホント,ホント
ホーム,ホーム
ホームラン,ホームラン
ボウリング,ボウリング
ボク,ボク
ボケ,ボケ
ボディー,ボディー
ボヤ,ボヤ
ボロボロ,ボロボロ
ボー,ボー
ボーッ,ボーッ
ボール,ボール
ポイント,ポイント
ポジション,ポジション
ポジティブ,ポジティブ
ポスター,ポスター
ポテト,ポテト
ポテトチップス,ポテトチップス
ポルトガル,ポルトガル
ポート,ポート
ポーランド,ポーランド
マイク,マイク
マイクロソフト,マイクロソフト
マインド,マインド
マザー,マザー
マシュマロ,マシュマロ
マシン,マシン
マジ,マジ
マスク,マスク
マスター,マスター
マッチング,マッチング
マナー,マナー
マニュアル,マニュアル
ママ,ママ
マメ,マメ
マヨネーズ,マヨネーズ
マリオ,マリオ
マルチ,マルチ
マレーシア,マレーシア
マン,マン
マンション,マンション
マーク,マーク
マーチ,マーチ
ミサキ,ミサキ
ミスター,ミスター
ミナミ,ミナミ
ミリ,ミリ
ムダ,ムダ
ムラムラ,ムラムラ
ムード,ムード
メイン,メイン
メガネ,メガネ
メッセージ,メッセージ
メディア,メディア
メニュー,メニュー
メリット,メリット
メンバー,メンバー
メートル,メートル
メール,メール
モカ,モカ
モデル,モデル
モノ,モノ
モヤ,モヤ
モヤモヤ,モヤモヤ
ヤクザ,ヤクザ
ユーザー,ユーザー
ヨシノ,ヨシノ
ヨリ,ヨリ
ヨーロッパ,ヨーロッパ
ライオン,ライオン
ライト,ライト
ライナー,ライナー
ライバル,ライバル
ライブ,ライブ
ラジオ,ラジオ
ラテン,ラテン
ラマ,ラマ
ランキング,ランキング
ランチ,ランチ
ランナー,ランナー
ラーメン,ラーメン
リア,リア
リクエスト,リクエスト
リサイタル,リサイタル
リサーチ,リサーチ
リスク,リスク
リスト,リスト
リスニング,リスニング
リタイア,リタイア
リーダーシップ,リーダーシップ
リード,リード
リーフ,リーフ
ルール,ルール
レインボー,レインボー
レコード,レコード
レストラン,レストラン
レッスン,レッスン
レディ,レディ
レトルト,レトルト
レベル,レベル
レポート,レポート
レモン,レモン
レンズ,レンズ
レンタル,レンタル
レート,レート
ロ,ロ
ロサンゼルス,ロサンゼルス
ロッカー,ロッカー
ロンドン,ロンドン
ロー,ロー
ロード,ロード
ロープ,ロープ
ワクチン,ワクチン
ワクワク,ワクワク
ワタ,ワタ
ワン,ワン
ワンピース,ワンピース
ワールドカップ,ワールドカップ
ヴァイオリン,ヴァイオリン
ヶ月,ヶ月
一,一
一つ,一つ
一ノ瀬,一ノ瀬
一人ひとり,一人ひとり
一人暮らし,一人暮らし
一体,一体
一円,一円
一切,一切
一口,一口
一周,一周
一塁,一塁
一変,一変
一度,一度
一応,一応
一方,一方
一旦,一旦
一昨年,一昨年
一時,一時
一時期,一時期
一杯,一杯
一段落,一段落
一気に,一気に
一泊,一泊
一流,一流
一環,一環
一生,一生
一生懸命,一生懸命
一番,一番
一目,一目
一瞬,一瞬
一緒,一緒
一線,一線
一般,一般
一般人,一般人
一見,一見
一言,一言
一部,一部
一部分,一部分
一髪,一髪
丁寧,丁寧
七,七
七夕,七夕
万,万
万が一,万が一
万年床,万年床
万物,万物
丈夫,丈夫
三,三
三つ,三つ
三俣,三俣
三塁,三塁
三日月,三日月
三田,三田
上,上
上がり,上がり
上がる,上がっ
上がる,上がら
上がる,上がり
上がる,上がりゃ
上がる,上がる
上がる,上がれ
上がる,上がろ
上がる,上がん
上げる,上げ
上げる,上げよ
上げる,上げりゃ
上げる,上げる
上げる,上げれ
上げる,上げろ
上り,上り
上下,上下
上京,上京
上原,上原
上司,上司
上士,上士
上手,上手
上手い,上手い
上手い,上手かっ
上手い,上手く
上旬,上旬
上昇,上昇
上着,上着
上級,上級
上級生,上級生
上達,上達
上陸,上陸
下,下
下がる,下がっ
下がる,下がら
下がる,下がり
下がる,下がりゃ
下がる,下がる
下がる,下がれ
下がる,下がん
下げる,下げ
下げる,下げよ
下げる,下げる
下げる,下げれ
下げる,下げん
下さる,下さい
下さる,下さる
下す,下さ
下す,下し
下す,下す
下す,下そ
下りる,下り
下りる,下りる
下りる,下りれ
下ろす,下ろさ
下ろす,下ろし
下ろす,下ろす
下ろす,下ろせ
下ろす,下ろそ
下品,下品
下手,下手
下手くそ,下手くそ
下敷き,下敷き
下旬,下旬
下着,下着
下降,下降
不,不
不便,不便
不倫,不倫
不利,不利
不動産,不動産
不可欠,不可欠
不可能,不可能
不器用,不器用
不安,不安
不安定,不安定
不審,不審
不平,不平
不幸,不幸
不幸せ,不幸せ
不快,不快
不思議,不思議
不憫,不憫
不明,不明
不服,不服
不機嫌,不機嫌
不満,不満
不能,不能
不自然,不自然
不良,不良
不要,不要
不誠実,不誠実
不足,不足
不遜,不遜
不適切,不適切
与える,与え
与える,与えよ
与える,与える
与える,与えれ
世の中,世の中
世代,世代
世帯,世帯
世界,世界
世界中,世界中
世紀,世紀
世話,世話
世辞,世辞
世間,世間
両,両
両方,両方
両親,両親
並び,並び
並ぶ,並ぶ
並ぶ,並べ
並ぶ,並ん
並べる,並べ
並べる,並べる
並べる,並べろ
並外れる,並外れ
中,中
中でも,中でも
中国,中国
中国人,中国人
中国語,中国語
中央,中央
中学,中学
中学生,中学生
中心,中心
中断,中断
中旬,中旬
中本,中本
中村,中村
中止,中止
中町,中町
中盤,中盤
中秋,中秋
中級,中級
中継,中継
中身,中身
中途半端,中途半端
中長期,中長期
中高,中高
丸,丸
丸い,丸
丸い,丸い
丸い,丸く
丸腰,丸腰
主人公,主人公
主婦,主婦
主張,主張
主義,主義
久々,久々
久しぶり,久しぶり
久美子,久美子
之,之
乗せる,乗せ
乗せる,乗せる
乗せる,乗せれ
乗せる,乗せろ
乗っかる,乗っかっ
乗っかる,乗っかる
乗り場,乗り場
乗り越える,乗り越え
乗り越える,乗り越える
乗り込む,乗り込み
乗り込む,乗り込む
乗り込む,乗り込め
乗り込む,乗り込ん
乗り遅れる,乗り遅れ
乗り遅れる,乗り遅れれ
乗る,乗っ
乗る,乗ら
乗る,乗り
乗る,乗る
乗る,乗れ
乗る,乗ろ
乗る,乗ん
乗車,乗車
九,九
九州,九州
乱す,乱さ
乱す,乱し
乱す,乱す
乱れる,乱れ
乱暴,乱暴
乾く,乾い
乾く,乾か
乾く,乾く
乾杯,乾杯
乾燥,乾燥
了承,了承
了解,了解
予報,予報
予定,予定
予想,予想
予感,予感
予約,予約
予言,予言
争い,争い
事,事
事件,事件
事務,事務
事務所,事務所
事実,事実
事情,事情
事態,事態
事故,事故
事象,事象
二,二
二つ,二つ
二の足,二の足
二度と,二度と
互いに,互いに
五,五
五感,五感
井上,井上
些細,些細
亡くす,亡くさ
亡くす,亡くし
亡くなる,亡くなっ
亡くなる,亡くなり
亡くなる,亡くなる
交わす,交わさ
交わす,交わし
交わす,交わす
交わす,交わせ
交代,交代
交換,交換
交易,交易
交流,交流
交渉,交渉
交通,交通
交際,交際
京都,京都
亭主,亭主
人,人
人々,人々
人一倍,人一倍
人人,人人
人体,人体
人前,人前
人口,人口
人形,人形
人手,人手
人数,人数
人材,人材
人格,人格
人殺し,人殺し
人気,人気
人混み,人混み
人物,人物
人生,人生
人目,人目
人見知り,人見知り
人達,人達
人違い,人違い
人間,人間
人類,人類
仁科,仁科
今,今
今さら,今さら
今に,今に
今にも,今にも
今回,今回
今夏,今夏
今夜,今夜
今年,今年
今度,今度
今後,今後
今日,今日
今更,今更
今朝,今朝
今週,今週
今頃,今頃
介す,介し
介護,介護
仏教,仏教
仕える,仕え
仕える,仕える
仕上がる,仕上がっ
仕上がる,仕上がり
仕上げる,仕上げ
仕上げる,仕上げる
仕上げる,仕上げろ
仕事,仕事
仕入れ,仕入れ
仕向ける,仕向け
仕向ける,仕向ける
仕掛け,仕掛け
仕掛ける,仕掛け
仕掛ける,仕掛ける
仕掛ける,仕掛けれ
仕方,仕方
仕業,仕業
仕組み,仕組み
仕返し,仕返し
他,他
他人,他人
他社,他社
付き,付き
付き合い,付き合い
付き合う,付き合い
付き合う,付き合う
付き合う,付き合え
付き合う,付き合お
付き合う,付き合っ
付き合う,付き合わ
付き合える,付き合え
付き合える,付き合える
付き物,付き物
付く,付い
付く,付か
付く,付き
付く,付く
付く,付け
付け,付け
付ける,付け
付ける,付けよ
付ける,付けりゃ
付ける,付ける
付ける,付けれ
付ける,付けろ
付け加える,付け加え
付け加える,付け加える
付近,付近
代,代
代わり,代わり
代わる,代わっ
代わる,代わら
代わる,代わり
代わる,代わる
代わる,代われ
代理人,代理人
代表,代表
令,令
以上,以上
以下,以下
以内,以内
以前,以前
以外,以外
以来,以来
仮に,仮に
仮定,仮定
仮説,仮説
仲,仲
仲よく,仲よく
仲直り,仲直り
仲良い,仲良
仲良い,仲良い
仲良い,仲良く
仲良い,仲良くっ
仲良い,仲良し
仲良く,仲良く
仲良し,仲良し
仲間,仲間
仲間はずれ,仲間はずれ
件,件
任せる,任せ
任せる,任せりゃ
任せる,任せる
任せる,任せれ
任せる,任せろ
任務,任務
企業,企業
企画,企画
伊吹,伊吹
伊織,伊織
伏せる,伏せ
伏せる,伏せる
伏せる,伏せろ
休み,休み
休む,休ま
休む,休み
休む,休む
休む,休め
休む,休も
休む,休ん
休憩,休憩
休日,休日
会,会
会う,会い
会う,会う
会う,会え
会う,会お
会う,会っ
会う,会わ
会える,会え
会える,会えりゃ
会える,会える
会員,会員
会場,会場
会社,会社
会話,会話
会議,会議
会釈,会釈
会長,会長
伝える,伝え
伝える,伝えよ
伝える,伝える
伝える,伝えろ
伝わる,伝わっ
伝わる,伝わら
伝わる,伝わり
伝わる,伝わる
伝わる,伝わん
伝言,伝言
伝説,伝説
伴う,伴い
伴う,伴う
伴う,伴っ
伴う,伴わ
伸ばす,伸ばし
伸ばす,伸ばす
伸ばす,伸ばせ
伸ばす,伸ばそ
伸びる,伸び
伸びる,伸びる
伺い,伺い
伺う,伺い
伺う,伺う
伺う,伺お
伺う,伺っ
似る,似
似る,似る
似合,似合
似合う,似合い
似合う,似合う
似合う,似合っ
似合う,似合わ
位,位
位置,位置
低い,低
低い,低い
低い,低かっ
低い,低く
住まい,住まい
住む,住ま
住む,住み
住む,住む
住む,住め
住む,住も
住む,住ん
住める,住め
住める,住める
住人,住人
住所,住所
住民,住民
佐奈,佐奈
佐藤,佐藤
体,体
体力,体力
体育,体育
体裁,体裁
体調,体調
体質,体質
体重,体重
体験,体験
何,何
何だ,何だ
何だか,何だか
何で,何で
何と,何と
何とか,何とか
何となく,何となく
何もかも,何もかも
何処,何処
何様,何様
何者,何者
余る,余っ
余る,余り
余る,余る
余裕,余裕
作,作
作り,作り
作り上げる,作り上げ
作り上げる,作り上げよ
作り上げる,作り上げる
作り方,作り方
作る,作っ
作る,作ら
作る,作り
作る,作る
作る,作れ
作る,作ろ
作る,作ん
作れる,作れ
作れる,作れよ
作れる,作れる
作れる,作れん
作品,作品
作家,作家
作戦,作戦
作業,作業
作者,作者
使い方,使い方
使う,使い
使う,使う
使う,使え
使う,使お
使う,使っ
使う,使わ
使える,使え
使える,使える
使える,使えれ
使える,使えん
使用,使用
例,例
例えば,例えば
例える,例え
例える,例えよ
例える,例える
例える,例えろ
侍,侍
供養,供養
依存,依存
依頼,依頼
価値,価値
侵入,侵入
便,便
便利,便利
俊,俊
保つ,保た
保つ,保ち
保つ,保っ
保つ,保つ
保つ,保て
保てる,保て
保てる,保てる
保管,保管
保育,保育
保育園,保育園
保証,保証
保護,保護
信じる,信じ
信じる,信じよ
信じる,信じる
信じる,信じろ
信念,信念
信用,信用
信頼,信頼
修業,修業
修理,修理
修行,修行
俺,俺
倉,倉
倉庫,倉庫
個,個
個人,個人
倍,倍
倒す,倒さ
倒す,倒し
倒す,倒しゃ
倒す,倒す
倒す,倒せ
倒す,倒そ
倒せる,倒せ
倒せる,倒せる
倒せる,倒せれ
倒れる,倒れ
倒れる,倒れる
倒産,倒産
借りる,借り
借りる,借りよ
借りる,借りる
借りる,借りれ
借金,借金
値,値
値段,値段
偉い,偉
偉い,偉い
偉い,偉く
偉大,偉大
偏見,偏見
停学,停学
停止,停止
停滞,停滞
停車,停車
健全,健全
健在,健在
健康,健康
側,側
偶然,偶然
偽善,偽善
偽物,偽物
偽装,偽装
傍,傍
傑作,傑作
傘,傘
備え,備え
備える,備え
傷,傷
傷つく,傷つい
傷つく,傷つか
傷つく,傷つき
傷つく,傷つく
傷つける,傷つけ
傷つける,傷つける
傷つける,傷つけれ
傷つける,傷つけん
傾向,傾向
働かせる,働かせ
働かせる,働かせる
働かせる,働かせれ
働き,働き
働く,働い
働く,働か
働く,働き
働く,働く
働く,働け
働く,働こ
働ける,働け
働ける,働けよ
働ける,働ける
像,像
僕,僕
僕ら,僕ら
僕達,僕達
億,億
優しい,優し
優しい,優しい
優しい,優しかっ
優しい,優しき
優しい,優しく
優しい,優しくっ
優れる,優れ
優先,優先
優子,優子
優秀,優秀
儲かる,儲かる
儲かる,儲かん
元,元
元々,元々
元号,元号
元旦,元旦
元気,元気
兄,兄
兄さん,兄さん
兄ちゃん,兄ちゃん
兄妹,兄妹
兄弟,兄弟
兄貴,兄貴
充,充
充実,充実
充電,充電
先,先
先ほど,先ほど
先代,先代
先天,先天
先方,先方
先日,先日
先生,先生
先程,先程
先立つ,先立た
先立つ,先立ち
先立つ,先立っ
先立つ,先立つ
先輩,先輩
先週,先週
光,光
光る,光っ
光る,光り
光る,光る
光景,光景
光栄,光栄
免疫,免疫
免許,免許
入り,入り
入り口,入り口
入り組む,入り組ん
入り込む,入り込み
入り込む,入り込む
入り込む,入り込め
入り込む,入り込ん
入る,入っ
入る,入ら
入る,入り
入る,入る
入る,入れ
入る,入ろ
入る,入ん
入れる,入れ
入れる,入れよ
入れる,入れりゃ
入れる,入れる
入れる,入れれ
入れる,入れろ
入れる,入れん
入ろう,入ろう
入会,入会
入力,入力
入団,入団
入国,入国
入学,入学
入室,入室
入金,入金
入院,入院
全,全
全く,全く
全て,全て
全体,全体
全力,全力
全品,全品
全員,全員
全国,全国
全滅,全滅
全然,全然
全身,全身
全部,全部
八,八
八方美人,八方美人
公務員,公務員
公園,公園
公子,公子
公式,公式
公用,公用
公表,公表
公開,公開
共に,共に
共同,共同
共感,共感
共有,共有
共通,共通
兵,兵
兵器,兵器
兵士,兵士
具体,具体
具合,具合
兼,兼
内,内
内側,内側
内容,内容
内緒,内緒
内部,内部
円,円
円満,円満
再び,再び
再会,再会
再婚,再婚
再建,再建
再来年,再来年
再開,再開
冒険,冒険
冗談,冗談
写真,写真
冬,冬
冬休み,冬休み
冷える,冷え
冷える,冷える
冷たい,冷た
冷たい,冷たい
冷たい,冷たかっ
冷たい,冷たく
冷やす,冷やさ
冷やす,冷やし
冷やす,冷やす
冷やす,冷やせ
冷蔵庫,冷蔵庫
冷静,冷静
凄い,凄い
凡退,凡退
処女,処女
処理,処理
出かける,出かけ
出かける,出かけよ
出かける,出かける
出し,出し
出す,出さ
出す,出し
出す,出す
出す,出せ
出す,出そ
出せる,出せ
出せる,出せよ
出せる,出せる
出だし,出だし
出る,出
出る,出よ
出る,出る
出る,出れ
出る,出ん
出世,出世
出会い,出会い
出会う,出会い
出会う,出会う
出会う,出会え
出会う,出会っ
出会う,出会わ
出勤,出勤
出店,出店
出張,出張
出掛ける,出掛け
出掛ける,出掛けよ
出掛ける,出掛ける
出来る,出来
出来る,出来よ
出来る,出来りゃ
出来る,出来る
出来る,出来ん
出来上がる,出来上がっ
出来上がる,出来上がり
出来上がる,出来上がる
出来上がる,出来上がれ
出来事,出来事
出港,出港
出版,出版
出生,出生
出産,出産
出発,出発
出費,出費
出身,出身
刃,刃
分,分
分かる,分か
分かる,分かっ
分かる,分から
分かる,分かり
分かる,分かりゃ
分かる,分かる
分かる,分かれ
分かる,分かん
分かれる,分かれ
分かれる,分かれよ
分かれる,分かれる
分かれる,分かれろ
分ける,分け
分ける,分ける
分け目,分け目
分の,分の
分与,分与
分厚い,分厚い
分厚い,分厚く
分秒,分秒
分解,分解
分野,分野
分間,分間
分類,分類
切ない,切な
切ない,切ない
切ない,切なかっ
切ない,切なく
切り上げる,切り上げ
切り捨てる,切り捨て
切り捨てる,切り捨てる
切り替え,切り替え
切り替える,切り替え
切り替える,切り替える
切る,切っ
切る,切ら
切る,切り
切る,切る
切る,切れ
切る,切ろ
切れる,切れ
切れる,切れる
切れる,切れれ
切れる,切れん
切符,切符
刑事,刑事
列,列
列車,列車
初,初
初め,初め
初めて,初めて
初対面,初対面
初心者,初心者
初恋,初恋
初日の出,初日の出
初級,初級
初詣,初詣
判断,判断
別,別
別々,別々
別に,別に
別れ,別れ
別れる,別れ
別れる,別れよ
別れる,別れる
別れる,別れれ
別れ話,別れ話
別荘,別荘
利く,利い
利く,利か
利く,利き
利く,利く
利他,利他
利便,利便
利己,利己
利用,利用
到着,到着
制,制
制度,制度
制服,制服
制約,制約
制限,制限
刷る,刷っ
刷る,刷る
刷れる,刷れ
刷れる,刷れる
券,券
刺さる,刺さっ
刺さる,刺さら
刺さる,刺さり
刺さる,刺さる
刺す,刺さ
刺す,刺し
刺す,刺す
刺す,刺せ
刺す,刺そ
刺激,刺激
剃る,剃っ
剃る,剃り
剃る,剃る
削る,削っ
削る,削ら
削る,削り
削る,削る
削る,削れ
削る,削ろ
削る,削ん
削除,削除
前,前
前代未聞,前代未聞
前半,前半
前回,前回
前後,前後
前提,前提
前日,前日
前者,前者
前言,前言
前進,前進
前金,前金
前髪,前髪
剣,剣
剤,剤
剥ぐ,剥い
剥ぐ,剥ぐ
副,副
副作用,副作用
副業,副業
割,割
割り切る,割り切っ
割り切る,割り切れ
割り切れる,割り切れ
割り勘,割り勘
割る,割っ
割る,割ら
割る,割り
割る,割る
割る,割れ
割れる,割れ
割れる,割れる
割勘,割勘
創業,創業
創造,創造
劇場,劇場
力,力
力いっぱい,力いっぱい
力強い,力強
力強い,力強い
力強い,力強く
功,功
加,加
加える,加え
加える,加えりゃ
加える,加える
加える,加えれ
加える,加えん
加害,加害
加減,加減
加藤,加藤
助かる,助かっ
助かる,助から
